playerid,name,mlb,pos,vpos,age,pts,par,base_value,league_value,salary,surplus,arb,keeper_salary,keeper_surplus,keeper_npv,cut_gain,owner
31807,Troy Melton,DET,RP,RP,25,221.5,-103.1,1,,7.0,-6.0,0,9.0,-8.0,0.0,2.0,Rock the Casasbah
22717,Angel Zerpa,MIL,RP,RP,26,324.2,-21.6,1,,,,,,,,,FA
21649,Luis Medina,ATH,SP,SP,27,301.2,-246.0,1,,,,,,,,,FA
18655,A.J. Minter,MIN,RP,RP,32,320.2,-24.8,1,,,,,,,,,FA
16990,Tanner Banks,PHI,RP,RP,34,330.4,-16.7,1,,,,,,,,,FA
12095,Yimi García,TOR,RP,RP,35,327.5,-19.0,1,,,,,,,,,FA
19876,Kevin Ginkel,ARI,RP,RP,32,326.8,-19.5,1,,,,,,,,,FA
16511,Jordan Montgomery,TEX,SP,SP,33,171.1,-372.8,1,,,,,,,,,FA
16122,Jordan Romano,COL,RP,RP,33,349.2,-1.7,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Sweet Spot
23499,Keaton Winn,SFG,RP,RP,28,293.2,-46.2,1,,,,,,,,,FA
16943,Sean Newcomb,CHW,RP,RP,33,333.0,-14.6,1,,5.0,-4.0,0,7.0,-6.0,0.0,1.0,Knowznothin
29950,Jordan Leasure,CHW,RP,RP,27,337.9,-10.7,1,,,,,,,,,FA
25648,Justin Slaten,BOS,RP,RP,28,318.5,-26.1,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Seiya Prayer For My Team
35466,Payton Tolle,BOS,RP,RP,23,146.7,-162.5,1,,13.0,-12.0,0,15.0,-14.0,0.0,5.0,Barreled Souls
15009,Kyle Finnegan,DET,RP,RP,34,355.1,2.9,1,,,,,,,,,FA
32157,Jonah Tong,NYM,RP,RP,23,126.9,-178.3,1,,7.0,-6.0,0,9.0,-8.0,0.0,2.0,Bloom's Onions
30661,Didier Fuentes,ATL,RP,RP,21,253.7,-77.6,1,,3.0,-2.0,0,5.0,-4.0,0.0,0.0,Barreled Souls
25911,Yennier Cano,BAL,RP,RP,32,318.4,-26.2,1,,,,,,,,,FA
31204,Justin Wrobleski,LAD,RP,RP,25,246.7,-83.1,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Bloom's Onions
26448,Trevor McDonald,SFG,SP,SP,25,244.9,-300.9,1,,,,,,,,,FA
29514,River Ryan,DET,SP,SP,27,209.8,-335.1,1,,,,,,,,,FA
20367,Brusdar Graterol,LAD,RP,RP,27,190.9,-127.4,1,,,,,,,,,FA
27552,Graham Ashcraft,CIN,RP,RP,28,335.6,-12.5,1,,,,,,,,,FA
21574,Brendon Little,TOR,RP,RP,29,295.2,-44.6,1,,,,,,,,,FA
11836,Taijuan Walker,,SP,SP,33,345.4,-202.9,1,,,,,,,,,FA
24993,Kody Funderburk,MIN,RP,RP,29,354.6,2.5,1,,,,,,,,,FA
13293,Danny Coulombe,,RP,RP,36,263.1,-70.1,1,,,,,,,,,FA
19899,Clarke Schmidt,NYY,RP,RP,30,149.2,-160.5,1,,2.0,-1.0,0,4.0,-3.0,0.0,0.0,Barreled Souls
13932,Dietrich Enns,BAL,RP,RP,35,303.2,-38.3,1,,,,,,,,,FA
12880,Tyler Anderson,LAA,SP,SP,36,217.8,-327.3,1,,,,,,,,,FA
20000,Tyler Wells,TBR,RP,RP,31,304.6,-37.2,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Rock the Casasbah
19178,Tommy Nance,MIN,RP,RP,35,302.8,-38.6,1,,,,,,,,,FA
30133,Brant Hurter,DET,RP,RP,27,266.4,-67.5,1,,,,,,,,,FA
12828,Andrew Kittredge,BAL,RP,RP,36,320.8,-24.3,1,,,,,,,,,FA
31676,Carson Whisenhunt,SFG,SP,SP,25,214.9,-330.1,1,,,,,,,,,FA
33464,George Klassen,LAA,SP,SP,24,181.5,-362.7,1,,,,,,,,,FA
19618,Jordan Hicks,CHW,RP,RP,29,319.2,-25.6,1,,,,,,,,,FA
13580,Steven Okert,HOU,RP,RP,34,333.9,-13.9,1,,3.0,-2.0,0,5.0,-4.0,0.0,0.0,Bloom's Onions
22288,Mason Englert,TBR,RP,RP,26,303.6,-38.0,1,,,,,,,,,FA
20422,Jovani Morán,BOS,RP,RP,29,264.1,-69.3,1,,,,,,,,,FA
22191,Tobias Myers,NYM,RP,RP,27,346.3,-4.0,1,,,,,,,,,FA
22872,Yoendrys Gómez,MIN,RP,RP,26,280.4,-56.4,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Twin Pines 🌲🌲
25679,Kevin Kelly,TBR,RP,RP,28,214.2,-108.9,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Peel A Section
30107,Christian Scott,NYM,RP,RP,27,157.0,-154.4,1,,4.0,-3.0,0,6.0,-5.0,0.0,1.0,Knowznothin
19316,Eric Lauer,LAD,RP,RP,31,277.6,-58.6,1,,,,,,,,,FA
19374,Walker Buehler,SDP,SP,SP,31,276.6,-270.0,1,,5.0,-4.0,0,7.0,-6.0,0.0,1.0,Knowznothin
33851,Quinn Mathews,STL,SP,SP,25,164.9,-378.9,1,,2.0,-1.0,0,4.0,-3.0,0.0,0.0,Peel A Section
18297,Tyler Kinley,DET,RP,RP,35,323.2,-22.4,1,,,,,,,,,FA
19753,Jonathan Loáisiga,ARI,RP,RP,31,333.8,-14.0,1,,,,,,,,,FA
27688,Jack Kochanowicz,LAA,SP,SP,25,245.6,-300.2,1,,,,,,,,,FA
13619,Jakob Junis,TEX,RP,RP,33,316.9,-27.4,1,,,,,,,,,FA
9073,Kirby Yates,PIT,RP,RP,39,243.4,-85.8,1,,,,,,,,,FA
31967,Drew Thorpe,CHW,SP,SP,25,148.1,-395.3,1,,3.0,-2.0,0,5.0,-4.0,0.0,0.0,Chin Music Choir
15734,Brad Keller,PHI,RP,RP,30,340.2,-8.9,1,,,,,,,,,FA
24453,Justin Martinez,ARI,RP,RP,24,115.1,-187.6,1,,5.0,-4.0,0,7.0,-6.0,0.0,1.0,Chin Music Choir
24282,Kai-Wei Teng,HOU,RP,RP,27,287.3,-50.9,1,,,,,,,,,FA
15145,Justin Topa,NYY,RP,RP,35,319.2,-25.6,1,,,,,,,,,FA
13435,Pierce Johnson,CIN,RP,RP,35,303.7,-37.9,1,,,,,,,,,FA
19911,José Suarez,,RP,RP,28,282.6,-54.6,1,,,,,,,,,FA
22630,Keider Montero,DET,RP,RP,25,203.6,-117.4,1,,2.0,-1.0,0,4.0,-3.0,0.0,0.0,Iron 
27626,Eric Orze,MIN,RP,RP,28,291.3,-47.7,1,,,,,,,,,FA
24607,Jonathan Bowlan,PHI,RP,RP,29,293.1,-46.3,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Twin Pines 🌲🌲
19349,Caleb Ferguson,,RP,RP,29,248.0,-82.1,1,,,,,,,,,FA
26410,Alek Manoah,,SP,SP,28,137.3,-405.8,1,,,,,,,,,FA
6984,Luis García,,RP,RP,39,311.6,-31.6,1,,,,,,,,,FA
10061,Brooks Raley,PHI,RP,RP,38,324.5,-21.4,1,,3.0,-2.0,0,5.0,-4.0,0.0,0.0,The Northsiders
26389,DJ Herz,WSN,RP,RP,25,134.0,-172.6,1,,4.0,-3.0,0,6.0,-5.0,0.0,1.0,Providence Grays
14993,Scott Barlow,,RP,RP,33,306.5,-35.7,1,,,,,,,,,FA
17734,Evan Phillips,LAD,RP,RP,31,143.9,-164.8,1,,,,,,,,,FA
26048,Sawyer Gipson-Long,DET,RP,RP,28,118.5,-184.9,1,,,,,,,,,FA
27814,Shane Drohan,MIL,RP,RP,27,237.0,-90.8,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Peel A Section
18323,Josh Sborz,TEX,RP,RP,32,290.3,-48.5,1,,,,,,,,,FA
sa3023268,Thomas White,MIA,RP,RP,21,112.7,-189.5,1,,,,,,,,,FA
17639,Justin Lawrence,WSN,RP,RP,31,288.0,-50.3,1,,,,,,,,,FA
27792,Gavin Stone,LAD,RP,RP,27,124.8,-179.9,1,,,,,,,,,FA
31760,JR Ritchie,ATL,SP,SP,23,125.5,-417.3,1,,2.0,-1.0,0,4.0,-3.0,0.0,0.0,Knowznothin
24609,Braydon Fisher,TOR,RP,RP,25,249.1,-81.2,1,,,,,,,,,FA
27669,Tanner Gordon,COL,SP,SP,28,157.9,-385.7,1,,,,,,,,,FA
14874,Sam Moll,,RP,RP,34,215.3,-108.1,1,,,,,,,,,FA
30074,Chase Silseth,TEX,RP,RP,26,300.6,-40.3,1,,,,,,,,,FA
20020,John Schreiber,NYY,RP,RP,32,308.0,-34.5,1,,,,,,,,,FA
32056,Noah Schultz,CHW,RP,RP,22,87.2,-209.8,1,,4.0,-3.0,0,6.0,-5.0,0.0,1.0,Barreled Souls
21345,Bennett Sousa,HOU,RP,RP,31,139.2,-168.5,1,,,,,,,,,FA
19666,Jason Alexander,HOU,RP,RP,33,149.4,-160.4,1,,,,,,,,,FA
24975,Cooper Criswell,SEA,RP,RP,29,325.8,-20.3,1,,,,,,,,,FA
26440,Ryan Gusto,MIA,RP,RP,27,168.3,-145.4,1,,,,,,,,,FA
30094,Jordan Wicks,CHC,RP,RP,26,104.9,-195.7,1,,,,,,,,,FA
13594,Robert Stephenson,LAA,RP,RP,33,166.7,-146.7,1,,,,,,,,,FA
19742,Anthony Bender,MIA,RP,RP,31,304.5,-37.2,1,,,,,,,,,FA
25376,Nick Mears,KCR,RP,RP,29,293.0,-46.4,1,,,,,,,,,FA
19362,Keegan Akin,BAL,RP,RP,31,356.1,3.7,1,,,,,,,,,FA
20116,Calvin Faucher,MIA,RP,RP,30,339.5,-9.4,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Barreled Souls
18548,Sam Hentges,SFG,RP,RP,29,136.0,-171.0,1,,,,,,,,,FA
25703,Zak Kent,WSN,RP,RP,28,242.6,-86.4,1,,,,,,,,,FA
27636,Mitchell Parker,WSN,RP,RP,26,187.3,-130.3,1,,,,,,,,,FA
27581,Hayden Wesneski,HOU,RP,RP,28,140.8,-167.2,1,,2.0,-1.0,0,4.0,-3.0,0.0,0.0,Providence Grays
18341,Julian Fernández,,RP,RP,30,168.3,-145.4,1,,,,,,,,,FA
17556,Jimmy Herget,COL,RP,RP,32,330.6,-16.5,1,,,,,,,,,FA
21267,Jake Bird,WSN,RP,RP,30,298.4,-42.1,1,,,,,,,,,FA
18064,Phil Maton,CHC,RP,RP,33,345.8,-4.4,1,,,,,,,,,FA
29887,Tanner McDougal,CHW,SP,SP,23,180.9,-363.3,1,,,,,,,,,FA
27974,Cristian Mena,ARI,RP,RP,23,92.0,-206.0,1,,,,,,,,,FA
17192,Jalen Beeks,TEX,RP,RP,32,249.6,-80.8,1,,,,,,,,,FA
30249,Jack Dreyer,LAD,RP,RP,27,241.9,-86.9,1,,,,,,,,,FA
19926,Tony Santillan,CIN,RP,RP,29,343.6,-6.2,1,,,,,,,,,FA
24986,Colin Selby,BAL,RP,RP,28,199.9,-120.3,1,,,,,,,,,FA
30055,Cade Povich,BAL,RP,RP,26,97.9,-201.3,1,,,,,,,,,FA
27926,Coleman Crow,MIL,RP,RP,25,104.5,-196.0,1,,,,,,,,,FA
29770,Mason Montgomery,PIT,RP,RP,26,313.5,-30.1,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Providence Grays
25139,Tim Herrin,CLE,RP,RP,29,278.6,-57.8,1,,,,,,,,,FA
14706,Anthony Banda,MIN,RP,RP,32,267.1,-66.9,1,,,,,,,,,FA
25215,Yaramil Hiraldo,BAL,RP,RP,30,165.7,-147.4,1,,,,,,,,,FA
30250,Jaden Hill,COL,RP,RP,26,237.7,-90.3,1,,,,,,,,,FA
3548,Liam Hendriks,,RP,RP,37,137.5,-169.8,1,,,,,,,,,FA
19407,Ronel Blanco,HOU,RP,RP,32,90.1,-207.5,1,,,,,,,,,FA
22051,John King,TEX,RP,RP,31,250.3,-80.3,1,,,,,,,,,FA
31738,Josh White,MIA,RP,RP,25,196.2,-123.2,1,,,,,,,,,FA
27694,Justin Sterner,ATH,RP,RP,29,326.4,-19.9,1,,,,,,,,,FA
31468,Jack Perkins,ATH,RP,RP,26,107.1,-194.0,1,,,,,,,,,FA
26214,Chris Murphy,CHW,RP,RP,28,246.5,-83.3,1,,,,,,,,,FA
14295,Wandy Peralta,SDP,RP,RP,34,270.6,-64.2,1,,,,,,,,,FA
22304,Brenan Hanifee,DET,RP,RP,28,173.2,-141.5,1,,,,,,,,,FA
13346,Hoby Milner,SEA,RP,RP,35,290.9,-48.0,1,,,,,,,,,FA
31508,Caden Dana,LAA,SP,SP,22,207.2,-337.6,1,,,,,,,,,FA
19883,Alex Lange,KCR,RP,RP,30,249.1,-81.2,1,,,,,,,,,FA
23237,Juan Mejia,COL,RP,RP,25,305.1,-36.8,1,,,,,,,,,FA
23293,Codi Heuer,BAL,RP,RP,29,125.0,-179.8,1,,,,,,,,,FA
17968,Brock Burke,CIN,RP,RP,29,295.1,-44.7,1,,,,,,,,,FA
17611,Taylor Clarke,ARI,RP,RP,33,294.2,-45.4,1,,,,,,,,,FA
12988,Andrew Chafin,,RP,RP,36,145.4,-163.6,1,,,,,,,,,FA
23394,PJ Poulin,WSN,RP,RP,29,286.5,-51.5,1,,,,,,,,,FA
20375,Greg Weissert,BOS,RP,RP,31,327.6,-18.9,1,,,,,,,,,FA
20349,Zack Kelly,BOS,RP,RP,31,275.1,-60.6,1,,,,,,,,,FA
29863,Ryan Bergert,KCR,SP,SP,26,196.1,-348.5,1,,,,,,,,,FA
21741,Javier Assad,CHC,RP,RP,28,275.3,-60.4,1,,,,,,,,,FA
15947,Ryne Stanek,STL,RP,RP,34,317.8,-26.7,1,,,,,,,,,FA
25582,Brady Basso,ATH,RP,RP,28,115.5,-187.3,1,,,,,,,,,FA
24937,Austin Warren,NYM,RP,RP,30,210.8,-111.6,1,,,,,,,,,FA
24580,Josiah Gray,WSN,SP,SP,28,230.5,-314.9,1,,,,,,,,,FA
27668,Brandon Eisert,PIT,RP,RP,28,143.5,-165.1,1,,,,,,,,,FA
19924,Bryan Hudson,CHW,RP,RP,29,149.4,-160.4,1,,,,,,,,,FA
19205,Jesse Scholtens,TBR,RP,RP,32,150.9,-159.2,1,,,,,,,,,FA
29423,Kendry Rojas,MIN,RP,RP,23,162.7,-149.8,1,,,,,,,,,FA
27470,Emerson Hancock,SEA,SP,SP,27,275.7,-270.9,1,,7.0,-6.0,0,9.0,-8.0,0.0,2.0,Iron 
17381,Matt Gage,SFG,RP,RP,33,269.6,-64.9,1,,,,,,,,,FA
6107,Huascar Brazobán,CHW,RP,RP,36,238.8,-89.4,1,,,,,,,,,FA
23429,JP Sears,SDP,RP,RP,30,125.0,-179.8,1,,,,,,,,,FA
31891,Andrew Morris,MIN,RP,RP,24,103.3,-197.0,1,,,,,,,,,FA
19531,Jason Foley,SFG,RP,RP,30,105.8,-195.0,1,,,,,,,,,FA
24995,Evan Sisk,PIT,RP,RP,29,167.0,-146.4,1,,,,,,,,,FA
33980,Jonathan Pintaro,NYM,RP,RP,28,136.1,-170.9,1,,,,,,,,,FA
24978,Erik Sabrowski,CLE,RP,RP,28,320.6,-24.5,1,,5.0,-4.0,0,7.0,-6.0,0.0,1.0,Bloom's Onions
30170,Chase Petty,CIN,RP,RP,23,153.1,-157.5,1,,,,,,,,,FA
15256,Cole Sulser,TBR,RP,RP,36,260.9,-71.9,1,,,,,,,,,FA
27702,Brent Headrick,NYY,RP,RP,28,180.2,-135.9,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Peel A Section
25636,Hunter Gaddis,CLE,RP,RP,28,301.9,-39.3,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Twin Pines 🌲🌲
16977,Trevor Williams,TEX,RP,RP,34,113.7,-188.7,1,,,,,,,,,FA
19320,Joey Lucchesi,,RP,RP,33,224.2,-101.0,1,,,,,,,,,FA
19444,Yohan Ramírez,PIT,RP,RP,31,266.8,-67.2,1,,,,,,,,,FA
12777,John Brebbia,BOS,RP,RP,36,142.7,-165.7,1,,,,,,,,,FA
16647,Ryan Thompson,ARI,RP,RP,34,310.4,-32.6,1,,,,,,,,,FA
17859,Adbert Alzolay,,RP,RP,31,173.6,-141.2,1,,,,,,,,,FA
15042,Tim Mayza,PHI,RP,RP,34,202.9,-117.9,1,,,,,,,,,FA
27775,Kyle Nicolas,WSN,RP,RP,27,167.2,-146.3,1,,,,,,,,,FA
16350,Ryan Borucki,CLE,RP,RP,32,271.1,-63.8,1,,,,,,,,,FA
22207,DL Hall,MIL,RP,RP,27,244.8,-84.6,1,,,,,,,,,FA
20070,Bailey Falter,ATL,RP,RP,29,254.2,-77.2,1,,,,,,,,,FA
20160,Nate Pearson,KCR,RP,RP,29,211.3,-111.2,1,,,,,,,,,FA
31701,Blade Tidwell,SFG,RP,RP,25,130.1,-175.7,1,,,,,,,,,FA
31318,Gunnar Hoglund,ATH,SP,SP,26,195.7,-348.9,1,,,,,,,,,FA
30084,Carson Seymour,SFG,RP,RP,27,133.7,-172.9,1,,,,,,,,,FA
sa3020336,Braden Nett,ATH,RP,RP,24,122.0,-182.1,1,,,,,,,,,FA
5615,Ryan Brasier,,RP,RP,38,145.6,-163.4,1,,,,,,,,,FA
31312,Colton Gordon,MIL,RP,RP,27,95.6,-203.1,1,,,,,,,,,FA
27819,Brandon Young,BAL,RP,RP,27,101.6,-198.3,1,,4.0,-3.0,0,6.0,-5.0,0.0,1.0,Twin Pines 🌲🌲
16835,Brennan Bernardino,COL,RP,RP,34,250.1,-80.4,1,,,,,,,,,FA
30140,Ty Madden,DET,RP,RP,26,92.5,-205.6,1,,3.0,-2.0,0,5.0,-4.0,0.0,0.0,The Northsiders
25310,Peyton Gray,TEX,RP,RP,31,142.6,-165.8,1,,,,,,,,,FA
20629,Tyler Phillips,MIA,RP,RP,28,325.6,-20.5,1,,,,,,,,,FA
29574,Chase Lee,TOR,RP,RP,27,130.7,-175.2,1,,,,,,,,,FA
33838,Yariel Rodríguez,TOR,RP,RP,29,97.7,-201.4,1,,,,,,,,,FA
24452,Luinder Avila,KCR,RP,RP,24,165.7,-147.4,1,,,,,,,,,FA
29928,Dylan Dodd,ATL,RP,RP,28,180.1,-136.0,1,,,,,,,,,FA
15094,Rob Zastryzny,MIL,RP,RP,34,208.4,-113.5,1,,,,,,,,,FA
17578,JT Brubaker,SFG,RP,RP,32,271.5,-63.4,1,,,,,,,,,FA
32155,John Klein,TOR,RP,RP,24,151.0,-159.1,1,,,,,,,,,FA
31741,Mason Barnett,ATH,RP,RP,25,94.4,-204.1,1,,,,,,,,,FA
21527,James McArthur,KCR,RP,RP,29,87.4,-209.6,1,,,,,,,,,FA
19409,Dane Dunning,SEA,RP,RP,31,84.5,-211.9,1,,,,,,,,,FA
30161,Carlos Rodriguez,MIL,RP,RP,24,143.6,-165.0,1,,,,,,,,,FA
27707,Mitch Spence,KCR,RP,RP,28,98.7,-200.6,1,,,,,,,,,FA
26944,Edgardo Henriquez,LAD,RP,RP,24,202.4,-118.3,1,,2.0,-1.0,0,4.0,-3.0,0.0,0.0,Iron 
24862,Ryan Fernandez,STL,RP,RP,28,167.9,-145.7,1,,,,,,,,,FA
21894,Gregory Santos,,RP,RP,26,162.1,-150.3,1,,,,,,,,,FA
27787,Will Klein,LAD,RP,RP,26,295.5,-44.4,1,,,,,,,,,FA
26260,Drey Jameson,ARI,RP,RP,28,102.9,-197.3,1,,,,,,,,,FA
31614,Gabriel Hughes,COL,RP,RP,24,112.5,-189.7,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Sweet Spot
21537,Daniel Lynch IV,KCR,RP,RP,29,252.6,-78.4,1,,3.0,-2.0,0,5.0,-4.0,0.0,0.0,Rock the Casasbah
21623,Grant Wolfram,BAL,RP,RP,29,205.8,-115.6,1,,2.0,-1.0,0,4.0,-3.0,0.0,0.0,Providence Grays
19337,Richard Lovelady,WSN,RP,RP,30,193.1,-125.7,1,,,,,,,,,FA
33027,Luis Gastelum,STL,RP,RP,24,121.1,-182.9,1,,,,,,,,,FA
29318,Welinton Herrera,COL,RP,RP,22,131.0,-175.0,1,,,,,,,,,FA
31913,Hayden Harris,COL,RP,RP,27,237.2,-90.7,1,,,,,,,,,FA
22361,Colin Holderman,CLE,RP,RP,30,173.9,-140.9,1,,,,,,,,,FA
30171,Mason Black,KCR,RP,RP,26,185.5,-131.7,1,,,,,,,,,FA
26215,Jackson Rutledge,,RP,RP,27,157.4,-154.0,1,,,,,,,,,FA
16502,Ryan Yarbrough,NYY,RP,RP,34,244.1,-85.2,1,,,,,,,,,FA
24737,Gus Varland,WSN,RP,RP,29,178.2,-137.5,1,,,,,,,,,FA
27765,Yosver Zulueta,BAL,RP,RP,28,175.2,-139.9,1,,,,,,,,,FA
35309,Dylan Ross,NYM,RP,RP,25,118.5,-184.9,1,,,,,,,,,FA
19646,Kyle Hart,SDP,RP,RP,33,210.2,-112.1,1,,,,,,,,,FA
21520,Hogan Harris,ATH,RP,RP,29,357.4,4.8,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Providence Grays
25796,Anthony Nunez,BAL,RP,RP,24,108.3,-193.0,1,,,,,,,,,FA
33821,Philip Abner,SFG,RP,RP,24,111.3,-190.6,1,,,,,,,,,FA
17964,Tyler Gilbert,CHW,RP,RP,32,146.8,-162.5,1,,,,,,,,,FA
17282,Michael Kopech,,RP,RP,30,151.9,-158.4,1,,,,,,,,,FA
31553,Mason Fluharty,TOR,RP,RP,24,180.5,-135.7,1,,,,,,,,,FA
31764,AJ Blubaugh,HOU,RP,RP,25,169.9,-144.1,1,,,,,,,,,FA
14524,José Leclerc,,RP,RP,32,116.6,-186.4,1,,,,,,,,,FA
26259,Hunter Bigge,TBR,RP,RP,28,178.8,-137.0,1,,,,,,,,,FA
18403,Enyel De Los Santos,HOU,RP,RP,30,273.1,-62.2,1,,,,,,,,,FA
33248,Craig Yoho,CLE,RP,RP,26,175.5,-139.7,1,,,,,,,,,FA
13218,Michael Fulmer,NYY,RP,RP,33,88.1,-209.1,1,,,,,,,,,FA
17735,Tyler Alexander,TEX,RP,RP,31,296.0,-44.0,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Sweet Spot
27757,Dax Fulton,MIA,RP,RP,24,103.7,-196.7,1,,,,,,,,,FA
32026,Drew Sommers,DET,RP,RP,25,100.4,-199.3,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Bloom's Onions
31994,Austin Peterson,CLE,RP,RP,26,111.9,-190.2,1,,,,,,,,,FA
30166,Marco Raya,MIN,RP,RP,23,106.5,-194.5,1,,,,,,,,,FA
20546,Grant Anderson,MIL,RP,RP,29,258.8,-73.5,1,,,,,,,,,FA
27681,Ken Waldichuk,WSN,RP,RP,28,254.5,-76.9,1,,,,,,,,,FA
26413,Porter Hodge,CHC,RP,RP,25,126.9,-178.3,1,,,,,,,,,FA
23165,Steven Cruz,KCR,RP,RP,27,169.4,-144.5,1,,,,,,,,,FA
31886,Duncan Davitt,SFG,RP,RP,26,99.6,-199.9,1,,,,,,,,,FA
21420,Yerry De los Santos,NYY,RP,RP,28,152.5,-157.9,1,,,,,,,,,FA
sa3025613,Ryan Lambert,NYM,RP,RP,23,160.6,-151.5,1,,,,,,,,,FA
23150,Osvaldo Bido,,RP,RP,30,93.3,-204.9,1,,,,,,,,,FA
20517,Nick Sandlin,DET,RP,RP,29,116.0,-186.9,1,,,,,,,,,FA
29107,Bradgley Rodriguez,SDP,RP,RP,22,223.6,-101.5,1,,1.0,0.0,0,3.0,-2.0,0.0,-1.0,Twin Pines 🌲🌲
21205,Connor Brogdon,CLE,RP,RP,31,221.0,-103.5,1,,,,,,,,,FA
19614,Cionel Pérez,NYM,RP,RP,30,277.9,-58.4,1,,,,,,,,,FA
26463,Alex Carrillo,SFG,RP,RP,29,80.3,-215.3,1,,,,,,,,,FA
19481,Tyler Ferguson,CHC,RP,RP,32,222.9,-102.0,1,,,,,,,,,FA
13892,Paul Sewald,TOR,RP,RP,36,352.7,1.0,1,,,,,,,,,FA
11804,Héctor Neris,,RP,RP,37,88.9,-208.4,1,,,,,,,,,FA
11384,Tommy Kahnle,,RP,RP,36,185.3,-131.9,1,,,,,,,,,FA
33294,Seth Halvorsen,LAD,RP,RP,26,179.7,-136.3,1,,,,,,,,,FA
27853,Ryan Watson,LAA,RP,RP,28,160.5,-151.6,1,,,,,,,,,FA
27487,Landon Knack,LAD,RP,RP,28,82.8,-213.3,1,,,,,,,,,FA
23455,Hunter Stratton,SDP,RP,RP,29,119.8,-183.9,1,,,,,,,,,FA
28148,Luis Perales,WSN,RP,RP,23,85.1,-211.4,1,,,,,,,,,FA
21662,Elvis Alvarado,ATH,RP,RP,27,247.5,-82.5,1,,3.0,-2.0,0,5.0,-4.0,0.0,0.0,Barreled Souls
30004,McCade Brown,COL,RP,RP,25,74.9,-219.5,1,,,,,,,,,FA
30142,Doug Nikhazy,CHC,RP,RP,26,122.3,-181.9,1,,,,,,,,,FA
33826,Yuki Matsui,SDP,RP,RP,30,181.8,-134.7,1,,,,,,,,,FA
30195,Franco Aleman,CLE,RP,RP,26,88.9,-208.4,1,,,,,,,,,FA
20185,Zach Pop,MIA,RP,RP,29,153.5,-157.1,1,,,,,,,,,FA
20333,Nick Raquet,,RP,RP,30,122.4,-181.8,1,,,,,,,,,FA
18337,Nick Anderson,,RP,RP,35,146.2,-162.9,1,,,,,,,,,FA
15043,Lou Trivino III,PHI,RP,RP,34,93.9,-204.5,1,,,,,,,,,FA
30031,Julian Aguiar,CIN,RP,RP,25,110.0,-191.7,1,,,,,,,,,FA
25501,Paxton Schultz,WSN,RP,RP,28,108.8,-192.6,1,,,,,,,,,FA
14332,Joel Payamps,ATL,RP,RP,32,260.5,-72.2,1,,,,,,,,,FA
19330,Matt Festa,CLE,RP,RP,33,288.0,-50.3,1,,,,,,,,,FA
18674,Jake Woodford,TBR,RP,RP,29,93.7,-204.6,1,,,,,,,,,FA
19222,Lake Bachar,PIT,RP,RP,31,230.3,-96.2,1,,,,,,,,,FA
17888,Tayler Saucedo,LAA,RP,RP,33,97.7,-201.4,1,,,,,,,,,FA
sa3020389,Shane Murphy,CHW,RP,RP,25,77.3,-217.6,1,,,,,,,,,FA
26079,Beau Brieske,DET,RP,RP,28,95.9,-202.9,1,,,,,,,,,FA
6175,Albert Suárez,,RP,RP,36,82.9,-213.2,1,,,,,,,,,FA
30180,Travis Adams,MIN,RP,RP,26,159.2,-152.6,1,,,,,,,,,FA
24930,Ethan Roberts,CHC,RP,RP,28,158.0,-153.6,1,,,,,,,,,FA
23779,Justin Bruihl,STL,RP,RP,29,246.0,-83.7,1,,,,,,,,,FA
33908,José Fermin,LAA,RP,RP,24,96.8,-202.2,1,,,,,,,,,FA
31616,David Morgan,SDP,RP,RP,26,283.7,-53.8,1,,,,,,,,,FA
27649,Connor Phillips,CIN,RP,RP,25,267.0,-67.0,1,,,,,,,,,FA
20385,Isaac Mattson,PIT,RP,RP,30,296.2,-43.8,1,,,,,,,,,FA
19524,Alan Rangel,PHI,RP,RP,28,65.6,-226.9,1,,,,,,,,,FA
20271,Daysbel Hernández,,RP,RP,29,100.1,-199.5,1,,,,,,,,,FA
31261,Chris Roycroft,ATH,RP,RP,29,223.1,-101.9,1,,,,,,,,,FA
19795,Keegan Thompson,COL,RP,RP,31,139.6,-168.2,1,,,,,,,,,FA
33568,Brandyn Garcia,ARI,RP,RP,26,203.2,-117.7,1,,7.0,-6.0,0,9.0,-8.0,0.0,2.0,Iron 
26429,Cody Laweryson,MIN,RP,RP,28,189.3,-128.7,1,,,,,,,,,FA
